"DATE_ID","THE_DATE","YEAR","QUARTER_NUMBER","QUARTER","MONTH_NUMBER","MONTH","MONTH_SHORT","WEEK_OF_YEAR","WEEK_OF_MONTH","DAY_OF_YEAR","DAY_OF_MONTH","DAY_OF_WEEK_NUMBER","DAY_OF_WEEK","DAY_OF_WEEK_SHORT","DAY_OF_WEEK_IN_MONTH","IS_WEEKDAY","NH_SEASON","SH_SEASON","IS_THIS_YEAR","IS_LAST_YEAR","IS_NEXT_YEAR","IS_THIS_QUARTER","IS_LAST_QUARTER","IS_NEXT_QUARTER","IS_THIS_MONTH","IS_LAST_MONTH","IS_NEXT_MONTH","IS_THIS_WEEK","IS_LAST_WEEK","IS_NEXT_WEEK","IS_TODAY","IS_YESTERDAY","IS_TOMORROW"
"19700119","1970-01-19 00:00:00","1970","1","Quarter 1","1","January","Jan","4","4","19","19","2","Monday","Mon","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700120","1970-01-20 00:00:00","1970","1","Quarter 1","1","January","Jan","4","4","20","20","3","Tuesday","Tue","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700121","1970-01-21 00:00:00","1970","1","Quarter 1","1","January","Jan","4","4","21","21","4","Wednesday","Wed","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700122","1970-01-22 00:00:00","1970","1","Quarter 1","1","January","Jan","4","4","22","22","5","Thursday","Thu","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700123","1970-01-23 00:00:00","1970","1","Quarter 1","1","January","Jan","4","4","23","23","6","Friday","Fri","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700124","1970-01-24 00:00:00","1970","1","Quarter 1","1","January","Jan","4","4","24","24","7","Saturday","Sat","4","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700125","1970-01-25 00:00:00","1970","1","Quarter 1","1","January","Jan","5","5","25","25","1","Sunday","Sun","4","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700126","1970-01-26 00:00:00","1970","1","Quarter 1","1","January","Jan","5","5","26","26","2","Monday","Mon","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700127","1970-01-27 00:00:00","1970","1","Quarter 1","1","January","Jan","5","5","27","27","3","Tuesday","Tue","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700128","1970-01-28 00:00:00","1970","1","Quarter 1","1","January","Jan","5","5","28","28","4","Wednesday","Wed","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700129","1970-01-29 00:00:00","1970","1","Quarter 1","1","January","Jan","5","5","29","29","5","Thursday","Thu","5","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700130","1970-01-30 00:00:00","1970","1","Quarter 1","1","January","Jan","5","5","30","30","6","Friday","Fri","5","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700131","1970-01-31 00:00:00","1970","1","Quarter 1","1","January","Jan","5","5","31","31","7","Saturday","Sat","5","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700201","1970-02-01 00:00:00","1970","1","Quarter 1","2","February","Feb","6","1","32","1","1","Sunday","Sun","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700202","1970-02-02 00:00:00","1970","1","Quarter 1","2","February","Feb","6","1","33","2","2","Monday","Mon","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700203","1970-02-03 00:00:00","1970","1","Quarter 1","2","February","Feb","6","1","34","3","3","Tuesday","Tue","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700204","1970-02-04 00:00:00","1970","1","Quarter 1","2","February","Feb","6","1","35","4","4","Wednesday","Wed","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700205","1970-02-05 00:00:00","1970","1","Quarter 1","2","February","Feb","6","1","36","5","5","Thursday","Thu","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700206","1970-02-06 00:00:00","1970","1","Quarter 1","2","February","Feb","6","1","37","6","6","Friday","Fri","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700207","1970-02-07 00:00:00","1970","1","Quarter 1","2","February","Feb","6","1","38","7","7","Saturday","Sat","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700208","1970-02-08 00:00:00","1970","1","Quarter 1","2","February","Feb","7","2","39","8","1","Sunday","Sun","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700209","1970-02-09 00:00:00","1970","1","Quarter 1","2","February","Feb","7","2","40","9","2","Monday","Mon","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700210","1970-02-10 00:00:00","1970","1","Quarter 1","2","February","Feb","7","2","41","10","3","Tuesday","Tue","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700211","1970-02-11 00:00:00","1970","1","Quarter 1","2","February","Feb","7","2","42","11","4","Wednesday","Wed","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700212","1970-02-12 00:00:00","1970","1","Quarter 1","2","February","Feb","7","2","43","12","5","Thursday","Thu","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700213","1970-02-13 00:00:00","1970","1","Quarter 1","2","February","Feb","7","2","44","13","6","Friday","Fri","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700214","1970-02-14 00:00:00","1970","1","Quarter 1","2","February","Feb","7","2","45","14","7","Saturday","Sat","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700215","1970-02-15 00:00:00","1970","1","Quarter 1","2","February","Feb","8","3","46","15","1","Sunday","Sun","3","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700216","1970-02-16 00:00:00","1970","1","Quarter 1","2","February","Feb","8","3","47","16","2","Monday","Mon","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700217","1970-02-17 00:00:00","1970","1","Quarter 1","2","February","Feb","8","3","48","17","3","Tuesday","Tue","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700218","1970-02-18 00:00:00","1970","1","Quarter 1","2","February","Feb","8","3","49","18","4","Wednesday","Wed","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700219","1970-02-19 00:00:00","1970","1","Quarter 1","2","February","Feb","8","3","50","19","5","Thursday","Thu","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700220","1970-02-20 00:00:00","1970","1","Quarter 1","2","February","Feb","8","3","51","20","6","Friday","Fri","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700221","1970-02-21 00:00:00","1970","1","Quarter 1","2","February","Feb","8","3","52","21","7","Saturday","Sat","3","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700222","1970-02-22 00:00:00","1970","1","Quarter 1","2","February","Feb","9","4","53","22","1","Sunday","Sun","4","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700223","1970-02-23 00:00:00","1970","1","Quarter 1","2","February","Feb","9","4","54","23","2","Monday","Mon","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700224","1970-02-24 00:00:00","1970","1","Quarter 1","2","February","Feb","9","4","55","24","3","Tuesday","Tue","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700225","1970-02-25 00:00:00","1970","1","Quarter 1","2","February","Feb","9","4","56","25","4","Wednesday","Wed","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700226","1970-02-26 00:00:00","1970","1","Quarter 1","2","February","Feb","9","4","57","26","5","Thursday","Thu","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700227","1970-02-27 00:00:00","1970","1","Quarter 1","2","February","Feb","9","4","58","27","6","Friday","Fri","4","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700228","1970-02-28 00:00:00","1970","1","Quarter 1","2","February","Feb","9","4","59","28","7","Saturday","Sat","4","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700301","1970-03-01 00:00:00","1970","1","Quarter 1","3","March","Mar","10","1","60","1","1","Sunday","Sun","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700302","1970-03-02 00:00:00","1970","1","Quarter 1","3","March","Mar","10","1","61","2","2","Monday","Mon","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700303","1970-03-03 00:00:00","1970","1","Quarter 1","3","March","Mar","10","1","62","3","3","Tuesday","Tue","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700304","1970-03-04 00:00:00","1970","1","Quarter 1","3","March","Mar","10","1","63","4","4","Wednesday","Wed","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700305","1970-03-05 00:00:00","1970","1","Quarter 1","3","March","Mar","10","1","64","5","5","Thursday","Thu","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700306","1970-03-06 00:00:00","1970","1","Quarter 1","3","March","Mar","10","1","65","6","6","Friday","Fri","1","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700307","1970-03-07 00:00:00","1970","1","Quarter 1","3","March","Mar","10","1","66","7","7","Saturday","Sat","1","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700308","1970-03-08 00:00:00","1970","1","Quarter 1","3","March","Mar","11","2","67","8","1","Sunday","Sun","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700309","1970-03-09 00:00:00","1970","1","Quarter 1","3","March","Mar","11","2","68","9","2","Monday","Mon","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700310","1970-03-10 00:00:00","1970","1","Quarter 1","3","March","Mar","11","2","69","10","3","Tuesday","Tue","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700311","1970-03-11 00:00:00","1970","1","Quarter 1","3","March","Mar","11","2","70","11","4","Wednesday","Wed","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700312","1970-03-12 00:00:00","1970","1","Quarter 1","3","March","Mar","11","2","71","12","5","Thursday","Thu","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700313","1970-03-13 00:00:00","1970","1","Quarter 1","3","March","Mar","11","2","72","13","6","Friday","Fri","2","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700314","1970-03-14 00:00:00","1970","1","Quarter 1","3","March","Mar","11","2","73","14","7","Saturday","Sat","2","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700315","1970-03-15 00:00:00","1970","1","Quarter 1","3","March","Mar","12","3","74","15","1","Sunday","Sun","3","0","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700316","1970-03-16 00:00:00","1970","1","Quarter 1","3","March","Mar","12","3","75","16","2","Monday","Mon","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700317","1970-03-17 00:00:00","1970","1","Quarter 1","3","March","Mar","12","3","76","17","3","Tuesday","Tue","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700318","1970-03-18 00:00:00","1970","1","Quarter 1","3","March","Mar","12","3","77","18","4","Wednesday","Wed","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700319","1970-03-19 00:00:00","1970","1","Quarter 1","3","March","Mar","12","3","78","19","5","Thursday","Thu","3","1","Winter","Summer","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700320","1970-03-20 00:00:00","1970","1","Quarter 1","3","March","Mar","12","3","79","20","6","Friday","Fri","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700321","1970-03-21 00:00:00","1970","1","Quarter 1","3","March","Mar","12","3","80","21","7","Saturday","Sat","3","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700322","1970-03-22 00:00:00","1970","1","Quarter 1","3","March","Mar","13","4","81","22","1","Sunday","Sun","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700323","1970-03-23 00:00:00","1970","1","Quarter 1","3","March","Mar","13","4","82","23","2","Monday","Mon","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700324","1970-03-24 00:00:00","1970","1","Quarter 1","3","March","Mar","13","4","83","24","3","Tuesday","Tue","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700325","1970-03-25 00:00:00","1970","1","Quarter 1","3","March","Mar","13","4","84","25","4","Wednesday","Wed","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700326","1970-03-26 00:00:00","1970","1","Quarter 1","3","March","Mar","13","4","85","26","5","Thursday","Thu","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700327","1970-03-27 00:00:00","1970","1","Quarter 1","3","March","Mar","13","4","86","27","6","Friday","Fri","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700328","1970-03-28 00:00:00","1970","1","Quarter 1","3","March","Mar","13","4","87","28","7","Saturday","Sat","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700329","1970-03-29 00:00:00","1970","1","Quarter 1","3","March","Mar","14","5","88","29","1","Sunday","Sun","5","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700330","1970-03-30 00:00:00","1970","1","Quarter 1","3","March","Mar","14","5","89","30","2","Monday","Mon","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700331","1970-03-31 00:00:00","1970","1","Quarter 1","3","March","Mar","14","5","90","31","3","Tuesday","Tue","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700401","1970-04-01 00:00:00","1970","2","Quarter 2","4","April","Apr","14","1","91","1","4","Wednesday","Wed","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700402","1970-04-02 00:00:00","1970","2","Quarter 2","4","April","Apr","14","1","92","2","5","Thursday","Thu","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700403","1970-04-03 00:00:00","1970","2","Quarter 2","4","April","Apr","14","1","93","3","6","Friday","Fri","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700404","1970-04-04 00:00:00","1970","2","Quarter 2","4","April","Apr","14","1","94","4","7","Saturday","Sat","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700405","1970-04-05 00:00:00","1970","2","Quarter 2","4","April","Apr","15","2","95","5","1","Sunday","Sun","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700406","1970-04-06 00:00:00","1970","2","Quarter 2","4","April","Apr","15","2","96","6","2","Monday","Mon","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700407","1970-04-07 00:00:00","1970","2","Quarter 2","4","April","Apr","15","2","97","7","3","Tuesday","Tue","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700408","1970-04-08 00:00:00","1970","2","Quarter 2","4","April","Apr","15","2","98","8","4","Wednesday","Wed","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700409","1970-04-09 00:00:00","1970","2","Quarter 2","4","April","Apr","15","2","99","9","5","Thursday","Thu","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700410","1970-04-10 00:00:00","1970","2","Quarter 2","4","April","Apr","15","2","100","10","6","Friday","Fri","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700411","1970-04-11 00:00:00","1970","2","Quarter 2","4","April","Apr","15","2","101","11","7","Saturday","Sat","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700412","1970-04-12 00:00:00","1970","2","Quarter 2","4","April","Apr","16","3","102","12","1","Sunday","Sun","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700413","1970-04-13 00:00:00","1970","2","Quarter 2","4","April","Apr","16","3","103","13","2","Monday","Mon","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700414","1970-04-14 00:00:00","1970","2","Quarter 2","4","April","Apr","16","3","104","14","3","Tuesday","Tue","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700415","1970-04-15 00:00:00","1970","2","Quarter 2","4","April","Apr","16","3","105","15","4","Wednesday","Wed","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700416","1970-04-16 00:00:00","1970","2","Quarter 2","4","April","Apr","16","3","106","16","5","Thursday","Thu","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700417","1970-04-17 00:00:00","1970","2","Quarter 2","4","April","Apr","16","3","107","17","6","Friday","Fri","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700418","1970-04-18 00:00:00","1970","2","Quarter 2","4","April","Apr","16","3","108","18","7","Saturday","Sat","3","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700419","1970-04-19 00:00:00","1970","2","Quarter 2","4","April","Apr","17","4","109","19","1","Sunday","Sun","3","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700420","1970-04-20 00:00:00","1970","2","Quarter 2","4","April","Apr","17","4","110","20","2","Monday","Mon","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700421","1970-04-21 00:00:00","1970","2","Quarter 2","4","April","Apr","17","4","111","21","3","Tuesday","Tue","3","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700422","1970-04-22 00:00:00","1970","2","Quarter 2","4","April","Apr","17","4","112","22","4","Wednesday","Wed","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700423","1970-04-23 00:00:00","1970","2","Quarter 2","4","April","Apr","17","4","113","23","5","Thursday","Thu","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700424","1970-04-24 00:00:00","1970","2","Quarter 2","4","April","Apr","17","4","114","24","6","Friday","Fri","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700425","1970-04-25 00:00:00","1970","2","Quarter 2","4","April","Apr","17","4","115","25","7","Saturday","Sat","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700426","1970-04-26 00:00:00","1970","2","Quarter 2","4","April","Apr","18","5","116","26","1","Sunday","Sun","4","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700427","1970-04-27 00:00:00","1970","2","Quarter 2","4","April","Apr","18","5","117","27","2","Monday","Mon","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700428","1970-04-28 00:00:00","1970","2","Quarter 2","4","April","Apr","18","5","118","28","3","Tuesday","Tue","4","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700429","1970-04-29 00:00:00","1970","2","Quarter 2","4","April","Apr","18","5","119","29","4","Wednesday","Wed","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700430","1970-04-30 00:00:00","1970","2","Quarter 2","4","April","Apr","18","5","120","30","5","Thursday","Thu","5","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700501","1970-05-01 00:00:00","1970","2","Quarter 2","5","May","May","18","1","121","1","6","Friday","Fri","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700502","1970-05-02 00:00:00","1970","2","Quarter 2","5","May","May","18","1","122","2","7","Saturday","Sat","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700503","1970-05-03 00:00:00","1970","2","Quarter 2","5","May","May","19","2","123","3","1","Sunday","Sun","1","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700504","1970-05-04 00:00:00","1970","2","Quarter 2","5","May","May","19","2","124","4","2","Monday","Mon","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700505","1970-05-05 00:00:00","1970","2","Quarter 2","5","May","May","19","2","125","5","3","Tuesday","Tue","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700506","1970-05-06 00:00:00","1970","2","Quarter 2","5","May","May","19","2","126","6","4","Wednesday","Wed","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700507","1970-05-07 00:00:00","1970","2","Quarter 2","5","May","May","19","2","127","7","5","Thursday","Thu","1","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700508","1970-05-08 00:00:00","1970","2","Quarter 2","5","May","May","19","2","128","8","6","Friday","Fri","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700509","1970-05-09 00:00:00","1970","2","Quarter 2","5","May","May","19","2","129","9","7","Saturday","Sat","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700510","1970-05-10 00:00:00","1970","2","Quarter 2","5","May","May","20","3","130","10","1","Sunday","Sun","2","0","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19700511","1970-05-11 00:00:00","1970","2","Quarter 2","5","May","May","20","3","131","11","2","Monday","Mon","2","1","Spring","Autumn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
